ano,regiao,uf,ies,grande_area,area,nivel,autor,sexo
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FRANCISCO RAIMUNDO ALVES NETO,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA DOLORES DE OLIVEIRA SOARES,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RENATA SILVA BERGO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,IZAURA MARIA DE ANDRADE DA SILVA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARGARET PIRES DO COUTO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GEIDE ROSA COELHO,Unissex
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PAULA CRISTINA CARDOSO MENDONCA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RAQUEL QUIRINO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,TEREZINHA RIBEIRO ALVIM,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,RUBENS GARCIA NUNES SOBRINHO,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NAGELA APARECIDA BRANDAO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MATHEUS DA CRUZ E ZICA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARLECIO MAKNAMARA DA SILVA CUNHA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LECIR JACINTO BARBACOVI,Unissex
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ADILENE GONCALVES QUARESMA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ELIZABETH DIAS MUNAIER LAGES,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JOSE LUIZ SANDANHA DA FONSECA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NATALIA MARTINS CARNEIRO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MAYA MITRE,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,FLAVIA ROBERTA BENEVENUTO DE SOUZA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RODRIGO EDNILSON DE JESUS,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ZULMIRA MEDEIROS ROQUE,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARLICE DE OLIVEIRA E NOGUEIRA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RODRIGO DRUMOND VIEIRA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FABIO AUGUSTO RODRIGUES E SILVA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,INAJARA DE SALLES VIANA NEVES,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SUZANA ALVES ESCOBAR,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,BRUNO PEREIRA BEDIM,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SORAIA FREITAS DUTRA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,BRUNO BATISTA PETTERSEN,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ANTONIO ADERSON DOS REIS FILHO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,WANILDE MARY FERRARI AUAREK,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CASSIA BEATRIZ BATISTA E SILVA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,PRISCILA RIBEIRO DORELLA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA RITA CASTRO TRAJANO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ANA CAROLINA FREITAS LIMA OGANDO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,PAULO DIMAS ROCHA DE MENEZES,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ALANA AUGUSTA CONCESSO DE ANDRADE,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SIMONE MEDEIROS DE CARVALHO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,FREDERICO COUTO MARINHO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ALINE CHOUCAIR VAZ,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,FELISA CANCADO ANAYA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARA MARCAL SALES,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,NELISSA PERALTA BEZERRA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RAQUEL GUIMRAES SOARES,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,ROSILENE MARIA ALVES PEREIRA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RITA LAGES RODRIGUES,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SAMY LANSKY,Unissex
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,JULIANA DA SILVEIRA PINHEIRO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SIMONE GRACE DE PAULA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MATEUS FAVARO REIS,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ALEXANDRE DA SILVA AGUIAR,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,EDNA MARIA MAGALHAES DO NASCIMENTO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JOELCIO FERNANDES PINTO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,CARLOS AUGUSTO MELO MACHADO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,GIUSEPPE FERRARO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LANA FERREIRA E LIMA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,DANUSA MARQUES,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCIANO PEREIRA DA SILVA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,GLEYTON CARLOS DA SILVA TRINDADE,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA DE LOURDES COELHO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,NEIMAR DUARTE AZEVEDO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,OLAVO CALABRIA PIMENTA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,SIMONE MARIA DOS SANTOS,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,THIAGO DE ALENCAR SILVA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,KARINA FIDELES FILGUEIRAS,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARIA ELIZA DE CAMPOS SOUZA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FABIANA DA SILVA VIANA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LENIN CAMPOS SOARES,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,GILBERTO BRAGA PEREIRA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,GISELLE REIS BRANDAO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,LUSSANDRA MARTINS GIANASI,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ISABELLE DE PAIVA SANCHIS,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,HELI SABINO DE OLIVEIRA,Unissex
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,VANDERSON GONCALVES CARNEIRO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,GLAUCIA CARVALHO GOMES,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARCO ANTONIO SILVA ALVARENGA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARCO ANTONIO TORRES,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARINA CALDAS TEIXEIRA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA TERESA MENDES DE CASTRO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,RAQUEL NOVAIS REHER,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,SARA JULIANA POZZER DA SILVEIRA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,MARALUCE MARIA CUSTODIO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARINA ASSIS FONSECA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,PAULA RAMOS PIMENTA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,RENATO FERREIRA FRANCO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DILHERMANDO FERREIRA CAMPOS,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,DIMAS ENEAS SOARES FERREIRA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,LEONARDO MARTINS DA SILVA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,VIRGINIA MASCARENHAS NASCIMENTO TEIXEIRA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA GLAUCIA PIRES CALZAVARA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,SHENIA KELLEN DE LIMA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,BERNARDO GUADALUPE DOS SANTOS LINS BRANDAO,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,DANIEL VATER DE ALMEIDA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA PAULA DA SILVA XAVIER,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,JAIRO RODRIGUES SILVA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,APOLO HERINGER LISBOA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LIVIA DE REZENDE CARDOSO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ADRIANA ASSIS FERREIRA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JUSSARA BUENO DE QUEIROZ PASCHOALINO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,STEFANIA DE RESENDE NEGRI,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANDERSON DA CUNHA BAIA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,ARTHUR EDUARDO GRUPILLO CHAGAS,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,CECILIA FELIX ANDRADE,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ANGELA MARIA DE SOUSA MUCIDA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARTHA REBELATTO,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JULIANA BRITO DE SOUZA,Mulher
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,BRAULIO FIGUEIREDO ALVES DA SILVA,Homem
2012,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,FREDERICO WAGNER DE AZEVEDO LOPES,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARCIO ACHTSCHIN SANTOS,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RANGEL CERCEAU NETTO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LUIZ HENRIQUE OZANAN DE OLIVEIRA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,VALERIA MARA DA SILVA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ALESSANDRA SOARES SANTOS,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ADAIR CARVALHAIS JUNIOR,Unissex
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,EDESIO DE LARA MELO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ANDRE CABRAL HONOR,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARCIO DE PAIVA DELGADO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,CAROLINA MAROTTA CAPANEMA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RODRIGO OSORIO PEREIRA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARCOS EDSON CARDOSO FILHO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,BRUNO TADEU SALLES,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARIA DE FATIMA GOMES LIMA DO NASCIMENTO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARIA CLAUDIA ALMEIDA ORLANDO MAGNANI,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,PABLO MENEZES E OLIVEIRA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LOQUE ARCANJO JUNIOR,Desconhecido
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ADRIANO TOLEDO PAIVA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ROBSON NASCIMENTO DA CRUZ,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ALVARO JOSE LELE,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ALEXANDRE FERREIRA CAMPOS,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARCELA FULANETE CORREA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CRISTIANA MIRANDA RAMOS FERREIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ANDREA MOREIRA TANAJURA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,LECY RODRIGUES MOREIRA,Unissex
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,LUDMILLA FERES FARIA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARIA MERCEDES MERRI BRITO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CLEYTON SIDNEY DE ANDRADE,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ISABELA SANTORO CAMPANARIO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARJORIE CORREA MARONA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,EDUARDO MOREIRA DA SILVA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,JOAO FRANCISCO PEREIRA DE MEIRA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARCELO SEVAYBRICKER MOREIRA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ANA PAOLA DE MORAIS AMORIM VALENTE,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,FRANCISCO MATA MACHADO TAVARES,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ANA PAULA SALEJ GOMES,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,RAIMUNDO WILSON PEREIRA DOS SANTOS,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,MIGUEL FERNANDES FELIPPE,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,IRACILDE MARIA DE MOURA FE LIMA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,MARIA LUISA MAGALHAES NOGUEIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,NICIA BEZERRA FORMIGA LEITE,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,MARIA MAJACI MOURA DA SILVA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,CECILIA FELIX ANDRADE,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,DJALMA JOSE NUNES FILHO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ADRIANA ANGELICA FERREIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ANDREIA DE SOUZA RIBEIRO RODRIGUES,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,BARTIRA ARAUJO DA SILVA VIANA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,PATRICIO AURELIANO SILVA CARNEIRO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ALEX DE SOUSA LIMA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,TARCISIO TADEU NUNES JUNIOR,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ELIANO DE SOUZA MARTINS FREITAS,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,WALDEMIR LIMA DOS SANTOS,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ADRIANA MOTA BARBOSA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCIO APARECIDO MOREIRA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MAURICIO JOSE LAGUARDIA CAMPOMORI,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,WANDERLEY SEBASTIAO DE FREITAS,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,TIAGO NICOLA LAVOURA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VANDINER RIBEIRO,Desconhecido
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUIZ ALBERTO DE SOUZA FERREIRA PINTO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CYNTHIA RUBIA BRAGA GONTIJO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VERONICA MENDES PEREIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCIANA ZENHA CORDEIRO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GABRIEL DIAS DE CARVALHO JUNIOR,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA DE LOURDES SANTOS FERREIRA,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARCELO DE MAGALHAES CUNHA,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EMILIA MURTA MORAES,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FREDERICO ASSIS CARDOSO,Homem
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,KATIA GARDENIA HENRIQUE DA ROCHA CAMPELO,Mulher
2013,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA IMACULADA DE SOUZA MARCENES GONCALVES,Mulher
