author;first_author_surname;institution;inst_adress;country;title;year;journal;volume;number;first_page;last_page;abstract;keywords;doi;n_authors;n_pages;n_refs
"Ana Karina Marques Salge; Eumenia Costa da Cunha Castro; Mara Lúcia Fonseca Ferraz; Marlene Antônia dos Reis; Vicente de Paula Antunes Teixeira";Salge;,Triângulo Mineiro Medical School General Pathology Division ;Uberaba MG;Brazil;Relationship between the morphologic alterations of vocal cords from adult autopsies and the cause of death;2004;Revista do Hospital das Clínicas;59;2;63;66;"PURPOSE: The purpose of this study was to identify the possible alteration in the thickness of the epithelium basal membrane of the vocal cords and correlate it with the cause of death. METHOD: Larynxes collected from adult autopsies during the period of 1993 to 2001 were utilized. We used the hematoxylin-eosin and periodic acid-Schiff staining methods for the morphological and morphometric analysis. RESULTS: Sixty-six vocal cords were analysed; increased thickness was identified in 14 cases (21.2%), with equal proportions between the genders. Increased vocal-cord thickness was more frequent in patients of the white ethnicity (12 cases, 85.7%). Respiratory alterations were found in 10 (71.4%) of the cases with increased vocal-cord thickness. Of the patients that were maintained with mechanical ventilation before death, 7 (18.4%) had thickening of the basal membrane. Among the smokers, 9 (19.63%) had basal membrane thickening. CONCLUSION: No statistically significant differences were found between the cases in which the cause of death was related to respiratory diseases as compared to non-respiratory diseases and the thickening of the basal membrane of the vocal cords. However, new studies are needed in order to verify the etiopathogenesis of this thickening.";"Adults; Autopsy; Basal membrane; Thickness; Vocal cords; Adultos; Autopsia; Corda vocal; Espessamento; Membrana basal";10.1590/S0041-87812004000200003;5;3;14
"Claudia Helena Bastos da Silva Alves; Hilton Kuperman; Vaê Dichtchekenian; Durval Damiani; Thais Della Manna; Lilian Maria Cristófani; Vicente Odone Filho; Nuvarte Setian";Alves;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Growth and puberty after treatment for acute lymphoblastic leukemia;2004;Revista do Hospital das Clínicas;59;2;67;70;Over the last 20 years, after combining treatment of chemotherapy and radiotherapy, there has been an improvement in the survival rate of acute lymphoblastic leukemia patients, with a current cure rate of around 70%. Children with the disease have been enrolled into international treatment protocols designed to improve survival and minimize the serious irreversible late effects. Our oncology unit uses the international protocol: GBTLI LLA-85 and 90, with the drugs methotrexate, cytosine, arabinoside, dexamethasone, and radiotherapy. However, these treatments can cause gonadal damage and growth impairment. PATIENTS AND METHOD: The authors analyzed 20 children off therapy in order to determine the role of the various doses of radiotherapy regarding endocrinological alterations. They were divided into 3 groups according to central nervous system prophylaxis: Group A underwent chemotherapy, group B underwent chemotherapy plus radiotherapy (18 Gy), and group C underwent chemotherapy plus radiotherapy (24 Gy). Serum concentrations of LH, FSH, GH, and testosterone were determined. Imaging studies included bone age, pelvic ultrasound and scrotum, and skull magnetic resonance imaging. RESULTS: Nine of the patients who received radiotherapy had decreased pituitary volume. There was a significant difference in the response to GH and loss of predicted final stature (Bayley-Pinneau) between the 2 irradiated groups and the group that was not irradiated, but there was no difference regarding the radiation doses used (18 or 24 Gy). The final predicted height (Bayley-Pinneau) was significantly less (P = 0.0071) in both groups treated with radiotherapy. Two girls had precocious puberty, and 1 boy with delayed puberty presented calcification of the epididymis. CONCLUSION: Radiotherapy was been responsible for late side effects, especially related to growth and puberty.;"Endocrine dysfunction in lymphoblastic leukemia; Growth and acute leukemia; Puberty in lymphoblastic leukemia; Disfunção endócrina na leucemia linfoblástica; Crescimento e leucemia aguda; Puberdade na leucemia linfoblástica";10.1590/S0041-87812004000200004;8;3;16
"Marcelo Rosa de Rezende; Rames Mattar Júnior; Álvaro Baik Cho; Oswaldo Hideo Hasegawa; Samuel Ribak";Rezende;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Anatomic study of the dorsal arterial system of the hand;2004;Revista do Hospital das Clínicas;59;2;71;76;"Historically, the dorsal arterial system of the hand received less attention than the palmar system. The studies concerning dorsal arterial anatomy present some controversies regarding the origin and presence of the dorsal metacarpal artery branches. Knowledge of the anatomy of dorsal metacarpal arteries is especially applied in the surgical planning for flaps taken from the dorsum of the hand. The purpose of this study is to analyze the arterial anatomy of the dorsum of the hand, compare our observations with those of previous studies from the literature, and therefore to define parameters for surgical planning for flaps supplied by the dorsal metacarpal arteries. METHOD: Twenty-six dissections were performed at the dorsum of the right hand of 26 cadavers by making a distal-based U-shaped incision. After catheterization of the radial artery at the wrist level, a plastic dye solution with low viscosity and quick solidification was injected to allow adequate exposure of even small vessels. The radial artery and its branches, the dorsal arterial arch, the dorsal metacarpal arteries, the distal and proximal communicating branches of the palmar system, and the distal cutaneous branches were carefully dissected and identified. RESULTS: The distal cutaneous branches originating from the dorsal metacarpal arteries were observed in all cases; these were located an average of 1.2 cm proximal from the metacarpophalangeal joint. The first dorsal metacarpal artery presented in 3 different patterns regarding its course: fascial, subfascial, and mixed. The branching pattern of the radial artery at the first intermetacarpal space was its division into 3 branches. We observed the presence of the dorsal arterial arch arising from the radial artery in 100% of the cases. The distance between the dorsal arterial arch and the branching point of the radial artery was an average of 2 cm. The first and second dorsal metacarpal arteries were visualized in all cases. The third and fourth dorsal metacarpal arteries were visualized in 96.2% and 92.3% of cases, respectively. There was proximal and distal communication between the dorsal arterial arch and the palmar system through the communicating branches contributing to the dorsal metacarpal artery formation. CONCLUSION: At the dorsum of the hand there is a rich arterial net that anastomoses with the palmar arterial system. This anatomical characteristic allows the utilization of the dorsal aspect of the hand as potential donor site for cutaneous flaps.";"Arterial system; Dorsal; Hand; Anatomy; Fasciocutaneous flaps; Sistema arterial; Dorsal; Mão; Anatomia; Retalhos fasciocutâneos";10.1590/S0041-87812004000200005;5;5;30
"Marcelo Cruz Lopes; Roberto de Cleva; Bruno Zilberstein; Joaquim José Gama-Rodrigues";Lopes;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Pulmonary artery catheter complications: report on a case of a knot accident and literature review;2004;Revista do Hospital das Clínicas;59;2;77;85;A particular event concerning a Swan-Ganz catheter complication is reported. A 41-year-old woman was admitted at the emergency room of our hospital with massive gastrointestinal bleeding. A total gastrectomy was performed. During the postoperative period in the intensive care unit , the patient maintained hemodynamic instability. Invasive hemodynamic monitoring with a pulmonary artery catheter was then indicated. During the maneuvers to insert the catheter, a true knot formation was identified at the level of the superior vena cava. Several maneuvers by radiological endovascular invasive techniques allowed removal of the catheter. The authors describe the details of this procedure and provide comments regarding the various techniques that were employed in overcoming this event. A comprehensive review of evidence regarding the benefits and risks of pulmonary artery catheterization was performed. The consensus statement regarding the indications, utilization, and management of the pulmonary artery catheterization that were issued by a consensus conference held in 1996 are also discussed in detail.;"Intensive care unity; Swan-Ganz catheterization; Invasive hemodynamic monitoring; Pulmonary artery catheter complications; Pulmonary artery catheter knot formation; Unidade de Terapia Intensiva; Cateter de Artéria Pulmonar; Monitorização hemodinâmica invasiva; Complicações do cateter de artéria pulmonar; Formação de nó no cateter de artéria pulmonar";10.1590/S0041-87812004000200006;4;8;59
"Marcus Aurelho de Lima; Vitorino Modesto dos Santos; Samia Demachki; Javier Lazo";Lima;,Faculty of Medicine of the 'Triângulo Mineiro' Department of Internal Medicine and Discipline of Pathology Discipline of Endocrinology;Uberaba MG;Brazil;Titanium pigment in tissues of drug addicts: report of 5 necropsied cases;2004;Revista do Hospital das Clínicas;59;2;86;88;The aim of this report is to describe the anatomic-pathologic findings from necropsies of 5 drug addicts with titanium pigment in several organs after chronic intravenous injection of crushed propoxyphene hydrochloride tablets. Samples from liver, spleen, lungs, lymph nodes, and bone marrow were obtained, and after being grossly studied, they were submitted to evaluation using common light and polarized microscopy. In all 5 cases, a pigment with characteristics of titanium dioxide was found within tissue samples of the organs studied. Our findings suggest that research concerning titanium pigment within body tissues should be enhanced, considering the potential contribution of this morphologic data to forensic pathology.;"Titanium; Drug addiction; Propoxyphene hydrochloride; Talc; Necropsy; Titânio; Toxicomania; Cloridrato de propoxifeno; Talco; Necropsia";10.1590/S0041-87812004000200007;4;2;10
"Lilian Maria José Albano; Paula Priscila Ohara Sakae; Marta Maria Galli Bozzo Mataloun; Clea Rodrigues Leone; Débora R. Bertola; Chong Ae Kim";Albano;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Hydronephrosis in Schinzel-Giedion syndrome: an important clue for the diagnosis;2004;Revista do Hospital das Clínicas;59;2;89;92;Schinzel-Giedion syndrome is a rare autosomal recessive disorder characterized by coarse facies, midface retraction, hypertrichosis, multiple skeletal anomalies, and cardiac and renal malformations. Craniofacial abnormalities of this syndrome sometimes resemble a storage or metabolic disease. The pathogenesis of the disease remains unknown. The objective of this report was to emphasize the importance of congenital bilateral hydronephrosis for the diagnosis of Schinzel-Giedion syndrome. We describe the first Brazilian case of a newborn with typical facies, generalized hypertrichosis, cardiac and skeletal anomalies, and bilateral hydronephrosis detected during pregnancy and confirmed later by abdominal ultrasonography. Chromosomal constitution was normal. Of the 35 cases already reported in the literature, 31 presented hydronephrosis, which is considered an important clue in diagnosis. If Schinzel-Giedion syndrome were indexed as a cause of congenital hydronephrosis, its identification would be greatly facilitated, since the majority of the other findings in Schinzel-Giedion syndrome are nonspecific and common to many genetic syndromes.;"Schinzel-Giedion syndrome; Hydronephrosis; Midface hypoplasia; Síndrome de Schinzel-Giedion; Hidronefrose; Hipoplasia da face média";10.1590/S0041-87812004000200008;6;3;11
"Cynthia Savioli; Clovis A.A. Silva; H. Ching Lin; Lucia M.M.A. Campos; Eliane F.B.G. Prado; José Tadeu T. Siqueira";Savioli;",University of São Paulo Faculty of Medicine Hospital das Clínicas; ,University of São Paulo Faculty of Medicine Children's Institute";" ;  SP";Brazil;Dental and facial characteristics of patients with juvenile idiopathic arthritis;2004;Revista do Hospital das Clínicas;59;3;93;98;"OBJECTIVE: It has been shown that the temporomandibular joint is frequently affected by juvenile idiopathic arthritis, and this degenerative disease, which may occur during facial growth, results in severe mandibular dysfunction. However, there are no studies that correlate oral health (tooth decay and gingival diseases) and temporomandibular joint dysfunction in patients with juvenile idiopathic arthritis. The aim of this study is to evaluate the oral and facial characteristics of the patients with juvenile idiopathic arthritis treated in a large teaching hospital. METHOD: Thirty-six patients with juvenile idiopathic arthritis (26 female and 10 male) underwent a systematic clinical evaluation of their dental, oral, and facial structures (DMFT index, plaque and gingival bleeding index, dental relationship, facial profile, and Helkimo's index). The control group was composed of 13 healthy children. RESULTS: The mean age of the patients with juvenile idiopathic arthritis was 10.8 years; convex facial profile was present in 12 juvenile idiopathic arthritis patients, and class II molar relation was present in 12 (P = .032). The indexes of plaque and gingival bleeding were significant in juvenile idiopathic arthritis patients with a higher number of superior limbs joints involved (P = .055). Anterior open bite (5) and temporomandibular joint noise (8) were present in the juvenile idiopathic arthritis group. Of the group in this sample, 94% (P = .017) had temporomandibular joint dysfunction, 80% had decreased mandibular opening (P = 0.0002), and mandibular mobility was severely impaired in 33% (P = .015). CONCLUSION: This study confirms that patients with juvenile idiopathic arthritis a) have a high incidence of mandibular dysfunction that can be attributed to the direct effect of the disease in the temporomandibular joint and b) have a higher incidence of gingival disease that can be considered a secondary effect of juvenile idiopathic arthritis on oral health.";"Juvenile idiopathic arthritis; Dental pain; Teeth; Temporomandibular joint juvenile; Rheumatoid arthritis; Artrite Idiopática Juvenil; Dor dentária; Dentes; Articulação temporomandibular; Artrite reumatóide juvenil";10.1590/S0041-87812004000300001;6;5;23
"Leonardo Araújo Pinto; Camila Camozzato; Monique Avozani; Denise Cantarelli Machado; Marcus Herbert Jones; Renato Tetelbom Stein; Paulo Márcio Condessa Pitrez";Pinto;",Pontifícia Universidade Católica of Rio Grande do Sul Biomedical Research Institute ; ,Pontifícia Universidade Católica of Rio Grande do Sul São Lucas Hospital Department of Pediatrics";" ; Porto Alegre Rio Grande do Sul";Brazil;Effect of clarithromycin on the cell profile of bronchoalveolar lavage fluid in mice with neutrophil-predominant lung disease;2004;Revista do Hospital das Clínicas;59;3;99;103;OBJECTIVE: Macrolide antibiotics have anti-inflammatory properties in lung diseases. The aim of this study was to investigate the effect of clarithromycin in pulmonary cellular inflammatory response in mice. METHOD: Eight adult Swiss mice were studied. All animals received an intranasal challenge (80 µL) with dead Pseudomonas aeruginosa (1.0 x 10(12) CFU/mL). Bronchoalveolar lavage was performed 2 days later, with total cell count and differential cell analysis. The study group (n = 4) received clarithromycin treatment (50 mg/kg/day, intraperitoneal) for 5 days. Treatment was initiated 2 days before intranasal challenge. RESULTS: There was no significant difference in total cell count between the groups (mean: 2.0 x 10(6) and 1.3 x 10(6), respectively). In both groups, there was a predominance of neutrophils. However, the study group had a higher percentage of lymphocytes in the bronchoalveolar lavage than the control group (median of 19% vs 2.5%, P = .029). CONCLUSION: Clarithromycin alters the cytological pattern of bronchoalveolar lavage of Swiss mice with neutrophil pulmonary inflammation, significantly increasing the percentage of lymphocytes.;"Clarithromycin; Lung inflammation; Lung; Mice; Neutrophil; Claritromicina, Inflamação; Doenças pulmonares; Modelos animais; Neutrófilo";10.1590/S0041-87812004000300002;7;4;15
"João Cesar Lyra; Renata S. Mascaretti; Alexander Roberto Precioso; Yin Chia Chang; Maria Tereza Zulini da Costa; Flávio Adolfo Costa Vaz; Yassuhiko Okay; Celso Moura Rebello";Lyra;",State University of São Paulo School of Medicine of Botucatu Department of Pediatrics; ,University of São Paulo and University Hospital Faculty of Medicine Hospital das Clínicas";" ; São Paulo SP";Brazil;Different doses of exogenous surfactant for treatment of meconium aspiration syndrome in newborn rabbits;2004;Revista do Hospital das Clínicas;59;3;104;112;"OBJECTIVE: To evaluate the effects of 2 different doses of exogenous surfactant on pulmonary mechanics and on the regularity of pulmonary parenchyma inflation in newborn rabbits. METHOD: Newborn rabbits were submitted to tracheostomy and randomized into 4 study groups: the Control group did not receive any material inside the trachea; the MEC group was instilled with meconium, without surfactant treatment; the S100 and S200 groups were instilled with meconium and were treated with 100 and 200 mg/kg of exogenous surfactant (produced by Instituto Butantan) respectively. Animals from the 4 groups were mechanically ventilated during a 25-minute period. Dynamic compliance, ventilatory pressure, tidal volume, and maximum lung volume (P-V curve) were evaluated. Histological analysis was conducted using the mean linear intercept (Lm), and the lung tissue distortion index (SDI) was derived from the standard deviation of the means of the Lm. One-way analysis of variance was used with a = 0.05. RESULTS: After 25 minutes of ventilation, dynamic compliance (mL/cm H2O · kg) was 0.87 ± 0.07 (Control); 0.49 ± 0.04 (MEC*); 0.67 ± 0.06 (S100); and 0.67 ± 0.08 (S200), and ventilatory pressure (cm H2O) was 9.0 ± 0.9 (Control); 16.5 ± 1.7 (MEC*); 12.4 ± 1.1 (S100); and 12.1 ± 1.5 (S200). Both treated groups had lower Lm values and more homogeneity in the lung parenchyma compared to the MEC group: SDI = 7.5 ± 1.9 (Control); 11.3 ± 2.5 (MEC*), 5.8 ± 1.9 (S100); and 6.7 ± 1.7 (S200) (*P < 0.05 versus all the other groups). CONCLUSIONS: Animals treated with surfactant showed significant improvement in pulmonary mechanics and more regularity of the lung parenchyma in comparison to untreated animals. There was no difference in results after treatment with either of the doses used.";"Meconium; Surfactant inactivation; Neonate; Newborn animals; Pulmonary mechanics; Mecônio; Surfactante exógeno; Recém-nascido; Modelo animal; Mecânica pulmonar";10.1590/S0041-87812004000300003;8;8;31
"Cintia Cercato; Márcio Corrêa Mancini; Ana Maria Carvalho Arguello; Vanessa Quintas Passos; Sandra Mara Ferreira Villares; Alfredo Halpern";Cercato;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Systemic hypertension, diabetes mellitus, and dyslipidemia in relation to body mass index: evaluation of a Brazilian population;2004;Revista do Hospital das Clínicas;59;3;113;118;"OBJECTIVE: To determine the prevalence of systemic hypertension, diabetes mellitus, hypercholesterolemia, and hypertriglyceridemia in a Brazilian population in relation to body mass index. METHOD: Retrospective evaluation of 1213 adults (mean age: 45.2 ± 12.8; 80.6% females) divided into groups according to body mass index [normal (18.5 - 24.4 kg/m²); overweight (25 - 29.9 kg/m²); grade 1 obesity (30 - 34.9 kg/m²); grade 2 obesity (35 - 39.9 kg/m²), and grade 3 obesity (> 40 kg/m²)]. The prevalence of hypertension, diabetes mellitus, hypercholesterolemia, and hypertriglyceridemia were analyzed in each group. The severity of cardiovascular risk was determined. High-risk patients were considered those reporting 2 or more of the following factors: systemic hypertension, HDL < 35 mg/dL, total cholesterol > 240 mg/dL, triglycerides > 200 mg/dL when HDL < 35 mg/dL, and glycemia > 126 mg/dL. Moderate-risk patients were those reporting 2 or more of the following factors: systemic hypertension, HDL < 45, triglycerides > 200 mg/dL, and total cholesterol > 200 mg/dL. RESULTS: The prevalence of systemic hypertension, diabetes mellitus, hypertriglyceridemia, and low HDL-cholesterol levels increased along with weight, but the prevalence of hypercholesterolemia did not. The odds ratio adjusted for gender and age, according to grade of obesity compared with patients with normal weight were respectively 5.9, 8.6, and 14.8 for systemic hypertension, 3.8, 5.8, and 9.2 for diabetes mellitus and 1.2, 1.3, and 2.6 for hypertriglyceridemia. We also verified that body mass index was positively related to cardiovascular high risk (P < .001) CONCLUSION: In our population, cardiovascular risk increased along with body mass index.";"Cardiovascular risk factors; Obesity; Body mass index; Diabetes mellitus; Systemic hypertension; Fatores de risco cardiovascular; Obesidade; Índice de massa corpórea; Diabetes melito; Hipertensão arterial sistêmica";10.1590/S0041-87812004000300004;6;5;35
"Riad N. Younes; Fernanda Deutsch; Cristina Badra; Jefferson Gross; Fabio Haddad; Daniel Deheinzelin";Younes;",Hospital do Câncer AC Camargo Department of Thoracic Surgery ; ,University of São Paulo Faculty of Medicine ; ,Paulista University Center for Oncological Research ";" ;  ; São Paulo SP";Brazil;Nonsmall cell lung cancer: evaluation of 737 consecutive patients in a single institution;2004;Revista do Hospital das Clínicas;59;3;119;127;OBJECTIVE: To analyze surgical and pathological parameters and outcome and prognostic factors of patients with nonsmall cell lung cancer (NSCLC) who were admitted to a single institution, as well as to correlate these findings to the current staging system. METHOD: Seven hundred and thirty seven patients were diagnosed with NSCLC and admitted to Hospital do Cancer A. C. Camargo from 1990 to 2000. All patients were included in a continuous prospective database, and their data was analyzed. Following staging, a multidisciplinary team decision on adequate management was established. Variables included in this analysis were age, gender, histology, Karnofsky index, weight loss, clinical stage, surgical stage, chemotherapy, radiotherapy, and survival rates. RESULTS: 75.5% of patients were males. The distribution of histologic type was squamous cell carcinoma 51.8%, adenocarcinoma 43.1%, and undifferentiated large cell carcinoma 5.1%. Most patients (73%) presented significant weight loss and a Karnofsky index of 80%. Clinical staging was IA 3.8%, IB 9.2%, IIA 1.4%, IIB 8.1%, IIIA 20.9%, IIIB 22.4%, IV 30.9%. Complete tumor resection was performed in 24.6% of all patients. Surgical stage distribution was IA 25.3%, IB 1.4%, IIB 17.1%, IIIA 16.1%, IIIB 20.3%, IV 11.5%. Chemotherapy and radiotherapy were considered therapeutic options in 43% and 72%, respectively. The overall 5-year survival rate of nonsmall cell lung cancer patients in our study was 28%. Median survival was 18.9 months. CONCLUSIONS: Patients with NSCLC who were admitted to our institution presented with histopathologic and clinical characteristics that were similar to previously published series in cancer hospitals. The best prognosis was associated with complete tumor resection with lymph node dissection, which is only achievable in earlier clinical stages.;"Lung cancer; Nonsmall cell carcinoma; Prognostic factors; Staging; Treatment outcome; Cancer Pulmão; Carcinoma células não-pequenas; Fatores prognósticos; Estadiamento; Resultado tratamento";10.1590/S0041-87812004000300005;6;8;59
"Jesus Paula Carvalho; Mara Solange Diegoli; Filomena Marino Carvalho; Carlos Alberto Diegoli";Carvalho;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Adnexal torsion following gonadotropin-releasing hormone analog therapy: a case report;2004;Revista do Hospital das Clínicas;59;3;128;130;Adnexal torsion may occur in girls and adolescents. Often it is associated with ovarian diseases resulting in ovarian enlargement. Adnexal torsion may involve the ovary, fallopian tube or both, and the main sympton is acute pelvic pain. An 8-year-old girl complaining of acute pelvic and abdominal pain, who was previously diagnosed with precocious puberty and who received treatment with a GnRH analog, is reported. Ultrasound demonstrated a normal-sized uterus and bilaterally enlarged ovaries with multiple internal cysts. At laparotomy, we found a complete torsion in the right adnexa. The histological examination revealed massive edema associated with multiple antral follicles and reduction of the follicular reserve.;"Ovarian neoplasms; Adnexal torsion; Precocious puberty; GnRH analog; Neoplasia de ovário; Torsão anexial; Puberdade precoce; Agonista de GnRH; Cirurgia";10.1590/S0041-87812004000300006;4;2;12
"Uenis Tannuri; Virginia Antelmi Gomes; Eduardo Juan Troster";Tannuri;",Albert Einstein Jewich Hospital Pediatric Intensive Care Unit Pediatric Surgery Division; ,University of São Paulo Faculty of Medicine ";" ; São Paulo SP";Brazil;Concomitant involvement of the small intestine and the distal esophagus in an infant with massive necrotizing enterocolitis;2004;Revista do Hospital das Clínicas;59;3;131;134;"Necrotizing enterocolitis is a disease of the newborn that may involve the small intestine and/or the colon, and the stomach. To our knowledge, massive necrosis of the small intestine with concomitant involvement of the esophagus has never been reported. A case of a 6-month-old boy with necrotizing enterocolitis and pan-necrosis of the small intestine, cecum, and the lower third of the esophagus is presented. After 70 days of treatment, intestinal transit was established by an anastomosis between the first centimeter of jejunum and the ascending colon. Finally, esophageal transit was established by a total gastric transposition with cervical esophagogastric anastomosis. The patient was maintained under total parenteral nutrition, and after 19 months he developed fulminant hepatic failure due to parenteral nutrition; he then underwent combined liver and small bowel transplantation. After 2 months, the patient died due to undefined neurologic complications, probably related to infection or immunosuppressive therapy.";"Necrotizing enterocolitis; Esophageal perforation; Total parenteral nutrition; Liver-small bowel transplantation; Enterite necrosante; Perfuração de esôfago; Nutrição Parenteral Total; Transplante de fígado e intestino";10.1590/S0041-87812004000300007;3;3;17
"Fernanda Braga Perdigão; Paulo de Tarso P. Pierre-Filho; Renato José Mendonça Natalino; Roberto Caldato; Marcelo Torigoe; Maria Letícia Cintra";Perdigão;,State University of Campinas Departments of Ophthalmology and Pathology ;Campinas SP;Brazil;Conjunctival keratoacanthoma;2004;Revista do Hospital das Clínicas;59;3;135;137;"Keratoacanthoma generally occurs on the skin; it is rarely found in the conjunctiva. A case of a 34-year-old woman with a rapidly growing conjunctival mass is reported. The tumor was excised with a safety margin to exclude squamous cell carcinoma. Histopathologically it was crateriform and consistent with atypical keratoacanthoma. There has been no recurrence in 2 years of follow-up. Conjunctival keratoacanthoma is rare; differential diagnosis of conventional squamous cell carcinoma and keratoacanthoma can be difficult. We recommend complete surgical excision and careful follow-up of crateriform squamous proliferations.";"Conjunctival keratoacanthoma; Squamous cell carcinoma; Tumor; Histopathology; Conjunctiva; Ceratoacantoma conjuntival; Carcinoma de células escamosas; Tumor; Histopatologia; Conjuntiva";10.1590/S0041-87812004000300008;6;2;9
"Eliana Sueco Tibana Samano; Lia de Melo Ribeiro; Rosa G. Gorescu; Katya Cristina Rocha; Anete S. Grumach";Samano;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Involvement of C4 allotypes in the pathogenesis of human diseases;2004;Revista do Hospital das Clínicas;59;3;138;144;The complement system is an important humoral defense mechanism that plays a relevant role against microbial agents, inflammatory response control, and immunocomplex clearance. Classical complement pathway activation is antibody-dependent. The C4 component participates in the initial step of activation, and C4 expression is determined by 2 pairs of allotypes: C4A and C4B. Deficiencies in C4 allotypes have been associated with several diseases. The aim of the present review is evaluate the reported data in the literature regarding specific C4A and C4B deficiencies and characterize their clinical relevance. We searched the MEDLINE and LILACS databases. Papers referring to total C4 deficiency without allotype evaluation and case reports of primary C4 deficiency were not included. Deficiencies in C4 allotypes have been associated with Mycobacterium leprae infection, erythema nodosum, systemic sclerosis with anti-topoisomerase I antibodies, intermediate congenital adrenal hyperplasia with DR5 genotype, diabetes mellitus type 1 with DR3,4 genotype, and diabetes mellitus with antibodies against islet cells. C4 allotype deficiency is also related to C4B deficiency and autoimmune-associated diseases, such as systemic lupus erythematosus, or diseases with an autoimmune component, such as autism. Some reports associate C4A with thyroiditis after delivery as well as limited and systemic sclerosis without anti-topoisomerase I antibodies. However, the studies with C4A and C4B have been concentrated in isolated populations, and some of the studies could not be reproduced by other authors.;"C4 allotypes; C4A; C4B; C4; Complement; Complement deficiency; C4A; C4B; C4; Complemento; Deficiência de complemento; Alótipos de C4";10.1590/S0041-87812004000300009;5;6;21
