dominio,documento,nome,uf,cidade,cep,data_cadastro,ultima_atualizacao,ticket
investidor.gov.br,029.507.878/0001-08,CVM - COMISSAO DE VALORES MOBILIARIOS,RJ,Rio de Janeiro,20050-901,2008-08-01T16:55:20Z,2019-02-13T12:53:20Z,4720366
portaldoinvestidor.gov.br,029.507.878/0001-08,CVM - COMISSAO DE VALORES MOBILIARIOS,RJ,Rio de Janeiro,20050-901,2006-12-20T15:46:49Z,2019-02-13T12:53:47Z,3236285
semanaenef.gov.br,029.507.878/0001-08,CVM - COMISSAO DE VALORES MOBILIARIOS,RJ,Rio de Janeiro,20050-901,2014-02-27T20:48:17Z,2019-02-28T21:27:29Z,12598009
vidaedinheiro.gov.br,029.507.878/0001-08,CVM - COMISSAO DE VALORES MOBILIARIOS,RJ,Rio de Janeiro,20050-901,2008-08-01T16:55:20Z,2019-01-16T21:04:13Z,4719790
msp.gov.br,029.971.283/0001-09,MINISTERIO DA SEGURANCA PUBLICA,DF,Brasília,70297-400,2018-07-11T13:50:13Z,2019-01-21T15:36:06Z,18544408
seguranca.gov.br,029.971.283/0001-09,MINISTERIO DA SEGURANCA PUBLICA,DF,Brasília,70297-400,2018-07-11T03:18:33Z,2019-01-21T15:35:47Z,18549140
crefito2.gov.br,029.991.262/0001-47,Conselho Reg. de Fisiot. e Terapia Ocup. da 2ª Reg,RJ,Rio de Janeiro,20260-300,2012-02-15T14:08:03Z,2012-02-15T14:08:03Z,9476312
rj.gov.br,030.121.578/0001-67,PRODERJ - Centro de Tecnologia da Informação do RJ,RJ,Rio de Janeiro,20071-004,1996-01-29T12:00:00Z,2018-03-19T18:20:45Z,5200
cmrj.gov.br,030.467.039/0001-84,CAMARA MUNICIPAL DO RIO DE JANEIRO,RJ,Rio de Janeiro,20031-050,1995-12-15T12:00:00Z,2000-04-26T11:55:46Z,4853
crt01.gov.br,030.871.497/0001-84,CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS,DF,Brasília,70316-900,2019-02-07T17:10:14Z,2019-02-07T17:10:14Z,19279511
crt02.gov.br,030.871.497/0001-84,CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS,DF,Brasília,70316-900,2019-02-07T17:10:14Z,2019-02-07T17:10:14Z,19279513
crt03.gov.br,030.871.497/0001-84,CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS,DF,Brasília,70316-900,2019-02-07T17:08:14Z,2019-02-07T17:08:14Z,19282324
crtes.gov.br,030.871.497/0001-84,CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS,DF,Brasília,70316-900,2019-02-07T17:06:13Z,2019-02-07T17:06:13Z,19279520
crtmg.gov.br,030.871.497/0001-84,CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS,DF,Brasília,70316-900,2019-02-07T17:10:14Z,2019-02-07T17:10:14Z,19279515
crtrj.gov.br,030.871.497/0001-84,CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS,DF,Brasília,70316-900,2019-02-07T17:10:14Z,2019-02-07T17:10:14Z,19279518
crtsp.gov.br,030.871.497/0001-84,CONSELHO FEDERAL DOS TECNICOS INDUSTRIAIS,DF,Brasília,70316-900,2019-02-07T17:10:14Z,2019-02-07T17:10:14Z,19279517
crm-rj.gov.br,031.027.527/0001-33,Conselho Regional de Medicina - CREMERJ,RJ,Rio de Janeiro,22250-040,2008-12-01T12:46:33Z,2015-07-04T13:49:37Z,5089377
crmrj.gov.br,031.027.527/0001-33,Conselho Regional de Medicina - CREMERJ,RJ,Rio de Janeiro,22250-040,2008-12-01T12:31:03Z,2010-12-17T19:38:23Z,5057878
crtrrj.gov.br,032.095.317/0001-45,CONSELHO REGIONAL DE TÉCNICOS EM RADIOLOGIA 4ª R,RJ,Rio de Janeiro,20031-908,2002-08-13T12:44:56Z,2018-05-04T10:05:16Z,937205
crefono1.gov.br,032.243.313/0001-67,CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO,RJ,Rio de Janeiro,20031-010,2010-09-03T13:49:48Z,2015-09-25T10:46:43Z,7275234
crfa1.gov.br,032.243.313/0001-67,CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO,RJ,Rio de Janeiro,20031-010,2009-07-03T13:35:02Z,2015-09-25T10:46:53Z,5697830
fonoaudiologia-1.gov.br,032.243.313/0001-67,CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO,RJ,Rio de Janeiro,20031-010,2009-07-03T20:16:53Z,2015-03-19T20:03:54Z,5733993
fonoaudiologia-rj.gov.br,032.243.313/0001-67,CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO,RJ,Rio de Janeiro,20031-010,2009-07-08T20:34:26Z,2015-03-19T20:11:13Z,5729289
trf2.gov.br,032.243.347/0001-51,TRIBUNAL REGIONAL FEDERAL DA 2A. REGIAO,RJ,Rio de Janeiro,20081-000,1997-10-02T12:00:00Z,2018-12-04T09:45:37Z,61185
eafst.gov.br,032.405.268/0001-08,Escola Agrotécnica de Santa Teresa,ES,Santa Teresa,29660-000,2003-05-26T18:32:22Z,2012-04-19T11:38:39Z,1205521
palmares.gov.br,032.901.688/0001-77,Fundação Cultural Palmares / MinC,DF,Brasília,70308-200,2000-03-24T12:36:01Z,2008-08-13T13:29:54Z,276431
economizar.gov.br,033.000.167/0001-01,PETROLEO BRASILEIRO S.A. - PETROBRAS,RJ,Rio de Janeiro,20031-170,2002-06-21T17:10:11Z,2019-01-04T14:48:37Z,888871
conpet.gov.br,033.000.167/0147-57,PETROLEO BRASILEIRO S/A - PETROBRAS,SP,Cubatão,11555-900,2001-08-15T13:07:31Z,2012-12-05T17:20:25Z,619358
petrobras.gov.br,033.000.167/0819-42,PETROLEO BRASILEIRO S/A - PETROBRAS,RJ,Rio de Janeiro,21941-915,1996-01-01T12:00:00Z,2012-12-05T17:21:48Z,0
ceplacdf.gov.br,033.004.300/0001-06,Comissão Executiva do Plano da Lavoura Cacaueira,DF,Brasília,70680-900,1998-05-06T18:25:15Z,2008-07-29T00:24:45Z,95516
ceplac.gov.br,033.004.300/0003-60,COMISSAO EXECUTIVA DO PLANO DA LAVOURA CACAUEIRA,BA,Ilhéus,45650-000,1997-09-27T12:00:00Z,2016-03-07T18:59:26Z,60228
cepec.gov.br,033.004.300/0007-93,CEPLAC / CEPEC / NUCAD,BA,Ilhéus,45660-000,1999-05-24T13:18:32Z,2016-04-01T16:26:23Z,160998
ceplacpa.gov.br,033.004.300/0101-60,COMISSÃO EXECUTIVA DO PLANTIO DA LAVOURA CACAUEIRA,PA,BELEM,66635-110,2001-07-11T19:40:32Z,2007-10-09T17:05:41Z,599550
crmvto.gov.br,033.209.263/0001-64,Conselho Regional de Medicina Veterinaria TO,TO,Palmas,77000-000,2013-10-11T16:53:18Z,2018-01-22T18:12:50Z,12092731
creci-rj.gov.br,033.345.109/0001-10,Conselho Regional dos Corretores de Imoveis 1 Reg.,RJ,Rio de Janeiro,20071-003,2008-06-10T18:35:21Z,2013-08-26T21:04:58Z,4530323
brasilre.gov.br,033.376.989/0001-91,IRB - BRASIL RESSEGUROS SA,RJ,Rio de Janeiro,20020-901,2009-06-16T14:19:39Z,2018-08-20T14:10:41Z,5608210
irb-brasilre.gov.br,033.376.989/0001-91,IRB - BRASIL RESSEGUROS SA,RJ,Rio de Janeiro,20020-901,2009-06-16T14:19:39Z,2018-08-20T14:11:12Z,5575493
irb.gov.br,033.376.989/0001-91,IRB - BRASIL RESSEGUROS SA,RJ,Rio de Janeiro,20020-901,1995-11-27T12:00:00Z,2018-08-20T14:11:40Z,4611
irbbrasilre.gov.br,033.376.989/0001-91,IRB - BRASIL RESSEGUROS SA,RJ,Rio de Janeiro,20020-901,2009-06-16T14:35:08Z,2018-08-20T14:12:35Z,5575522
chesf.gov.br,033.541.368/0001-16,COMPANHIA HIDROELETRICA DO SAO FRANCISCO,PE,Recife,50761-901,1996-04-17T12:00:00Z,2019-05-23T20:08:27Z,6832
rffsa.gov.br,033.613.332/0001-09,REDE FERROVIARIA FEDERAL S.A.,RJ,Rio de Janeiro,20224-900,1996-12-11T11:00:00Z,2019-06-11T19:05:02Z,24888
errec.gov.br,033.613.332/0019-20,Rede Ferroviaria federal S/A,PE,recife,50020-080,1998-02-09T12:03:12Z,2002-07-01T18:50:43Z,83258
dner.gov.br,033.628.777/0001-54,Depto Nacional de Estradas de Rodagem - DNER,DF,Brasilia,70040-902,1998-11-06T16:40:45Z,2010-01-22T00:48:03Z,124781
dner1drf.gov.br,033.628.777/0002-35,DNER / 1º Distrito Rodoviário Federal,AM,Manaus,69050-030,2000-01-10T12:29:17Z,2000-01-10T12:00:00Z,235023
dner-ce.gov.br,033.628.777/0004-05,DNER - 03. DISTRITO RODOVIAVIO FEDERAL,CE,Fortaleza,60864-190,1997-11-12T11:00:00Z,2015-03-12T22:43:27Z,68934
dner-ms.gov.br,033.628.777/0022-89,DNER - DEPTº NAC. DE ESTRADAS E RODAGENS,MS,Campo Grande,79110-000,1999-05-25T14:09:45Z,2006-02-01T13:54:54Z,162874
amazonfund-bndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:38:40Z,2014-02-13T23:08:30Z,5310107
amazonfund.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:54:06Z,2014-02-27T23:16:39Z,5310125
amazoniafund.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:54:06Z,2014-02-13T23:08:43Z,5310115
amazoniafundo-bndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:38:39Z,2014-02-13T23:08:56Z,5310091
amazoniafundo.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:54:06Z,2014-02-13T23:09:13Z,5310130
amazonianfund-bndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:38:39Z,2014-02-13T23:09:26Z,5310056
amazonianfund.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:54:06Z,2014-02-13T23:09:39Z,5310136
bnde.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2018-08-06T12:38:36Z,2018-08-06T12:38:36Z,18646912
bndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,1995-10-30T12:00:00Z,2016-05-27T23:04:52Z,4412
bnds.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2018-08-06T12:38:36Z,2018-08-06T12:38:36Z,18646930
cartaobndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2002-05-02T13:40:46Z,2014-11-17T15:59:41Z,810139
centrodememoriabndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2014-12-11T09:24:35Z,2014-12-11T09:24:35Z,13643576
ebndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2002-05-02T13:40:48Z,2019-02-21T14:29:31Z,810174
fundoamazonia-bndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:38:39Z,2014-02-13T23:15:28Z,5310031
fundoamazonia.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2009-03-17T14:54:06Z,2014-02-27T23:18:04Z,5352022
memoriabndes.gov.br,033.657.248/0001-89,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI,RJ,Rio de Janeiro,20031-917,2014-12-10T15:38:29Z,2014-12-10T15:38:29Z,13601169
finame.gov.br,033.660.564/0001-00,Agência Especial de Financiamento Industrial,RJ,Rio de Janeiro,20031-917,2006-05-17T17:29:51Z,2014-11-11T20:50:02Z,2800317
a2000.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1999-01-15T17:39:03Z,2018-09-12T13:21:09Z,137067
br.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2013-11-18T18:20:41Z,2018-09-12T13:23:19Z,12262544
brasilsemiseria.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2011-05-26T16:59:26Z,2016-12-07T13:08:47Z,8329623
brasilsemmiseria.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2011-05-26T16:59:26Z,2016-12-07T13:09:07Z,8329582
brasiltransparente.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2000-08-21T15:35:49Z,2016-12-07T13:11:05Z,410725
cadastrorural.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2014-11-04T11:21:11Z,2016-12-07T13:12:04Z,13512125
cidadesdigitais.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2013-08-28T14:37:05Z,2018-09-12T13:23:34Z,11909114
coaf.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1999-07-20T20:07:02Z,2016-12-07T13:15:17Z,179648
comprasgovernamentais.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2014-01-15T18:39:16Z,2019-04-10T14:52:06Z,12435180
comprasnet.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1999-03-26T13:15:35Z,2018-09-12T13:24:15Z,149989
computadorparaprofessores.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2008-07-07T13:37:19Z,2016-12-07T13:17:18Z,4639088
computadorparatodos.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2005-09-30T14:17:55Z,2016-12-07T13:17:39Z,2358165
consegi.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2008-04-30T19:14:28Z,2018-09-12T13:24:30Z,4409079
e-car.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2010-11-08T09:30:01Z,2016-12-07T13:19:09Z,7484850
empresa.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2013-11-11T18:31:45Z,2018-09-12T13:24:43Z,12212565
empresasimples.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2013-11-11T18:31:44Z,2018-09-12T13:24:58Z,12212540
entespublicos.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2014-11-04T11:21:11Z,2016-12-07T13:20:32Z,13512112
esocial.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2013-05-31T17:21:53Z,2016-12-07T13:20:48Z,11523942
expresso.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2010-11-04T13:02:45Z,2016-12-07T13:21:25Z,7502175
forumsocinfo.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2004-11-11T12:43:46Z,2016-12-07T13:21:55Z,1882454
frameworkdemoiselle.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2009-01-12T13:08:00Z,2016-12-07T13:22:11Z,5134631
gespublica.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2005-09-26T13:13:58Z,2016-12-07T13:22:31Z,2379916
gnre.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2005-04-04T18:47:26Z,2017-09-08T17:52:06Z,2050041
govdata.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2017-03-17T16:40:20Z,2017-03-17T16:40:20Z,16749051
microepequenaempresa.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2013-11-06T13:41:09Z,2016-12-07T13:24:09Z,12212573
nfse.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2017-10-31T12:23:25Z,2017-10-31T12:23:25Z,17636342
obrasnet.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2002-05-03T14:37:25Z,2016-12-07T13:24:23Z,810227
orcamentofederal.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2010-12-06T17:42:44Z,2016-12-07T13:24:39Z,7603108
ouvidoriadoservidor.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2003-10-24T14:45:06Z,2016-12-07T13:25:12Z,1404373
pgfn.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2007-06-26T19:28:37Z,2016-12-07T13:25:53Z,3656427
portalgoverno.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2002-07-15T11:48:25Z,2017-10-25T18:51:21Z,907366
portalsiscomex.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2014-03-05T15:41:26Z,2016-12-07T13:26:48Z,12551486
quiosque.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2002-05-14T19:51:53Z,2016-12-07T13:27:04Z,846503
quiosqueredegoverno.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2002-07-15T11:48:24Z,2016-12-07T13:27:22Z,907317
receita.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1998-04-17T18:43:14Z,2018-09-12T13:26:25Z,93848
redebrasildigital.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2015-11-16T15:23:00Z,2016-12-07T13:28:20Z,14886239
redegoverno.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1998-04-17T18:43:06Z,2016-12-07T13:28:39Z,93845
redesim.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2014-09-02T19:04:42Z,2016-12-07T13:29:03Z,13280319
redesimples.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2017-02-21T10:53:14Z,2017-02-21T10:53:14Z,16650347
reuse.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2018-11-14T17:25:29Z,2018-11-14T17:25:29Z,18988002
riocmsi.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2005-04-04T18:47:26Z,2016-12-07T13:29:51Z,2080875
scdp.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2005-10-26T16:30:29Z,2016-12-07T13:30:05Z,2416257
serpro.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1996-01-01T12:00:00Z,2018-09-12T13:26:46Z,0
serprolabs.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2018-05-28T14:36:33Z,2018-09-12T13:27:03Z,18403371
siapenet.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1999-10-22T11:32:01Z,2016-12-07T13:30:37Z,212040
simples.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2013-11-11T18:31:44Z,2016-12-07T13:30:56Z,12212554
sintegra.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1998-01-16T12:25:08Z,2016-12-07T13:31:13Z,82349
siscomex.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,1998-06-24T19:32:39Z,2016-12-07T13:31:30Z,104131
smpe.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2013-11-06T13:41:09Z,2016-12-07T13:31:46Z,12212581
softwarelivre.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2003-06-24T10:57:23Z,2018-09-12T13:28:18Z,1254667
softwarepublico.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2005-11-24T12:23:25Z,2018-09-12T13:28:38Z,2483279
solucoestipublica.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2003-02-27T18:44:28Z,2016-12-07T13:32:34Z,1121051
tesourodireto.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2003-05-08T14:03:24Z,2016-12-07T13:33:05Z,1178358
uca.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2007-06-14T17:47:35Z,2016-12-07T13:33:24Z,3656440
xn--oramentofederal-fmb.gov.br,033.683.111/0001-07,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70836-900,2010-12-17T16:25:33Z,2016-12-07T13:24:53Z,7658293
c-brasil.gov.br,033.683.111/0009-56,SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70830-010,2000-05-08T20:09:22Z,2016-12-07T13:11:24Z,324512
c-brazil.gov.br,033.683.111/0009-56,SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70830-010,2000-05-08T20:09:22Z,2016-12-07T13:11:43Z,324581
gra.gov.br,033.683.111/0009-56,SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70830-010,2000-08-29T17:26:49Z,2016-12-07T13:23:23Z,408759
rais.gov.br,033.683.111/0009-56,SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,DF,Brasília,70830-010,2000-01-26T16:48:49Z,2016-12-07T13:27:37Z,245082
bemrecebercopa.gov.br,033.741.794/0001-01,Ministério do Turismo,DF,Brasília,70040-010,2010-05-26T13:50:56Z,2013-04-08T20:44:52Z,6815823
embratur.gov.br,033.741.794/0001-01,Ministério do Turismo,DF,Brasília,70040-010,1995-06-26T12:00:00Z,2016-10-10T15:59:05Z,0
excelenciaemturismo.gov.br,033.741.794/0001-01,Ministério do Turismo,DF,Brasília,70040-010,2008-07-08T17:55:38Z,2014-10-14T18:12:16Z,4644824
mtur.gov.br,033.741.794/0001-01,Ministério do Turismo,DF,Brasília,70040-010,2003-01-16T11:26:33Z,2014-09-20T22:07:14Z,1066494
olaturista.gov.br,033.741.794/0001-01,Ministério do Turismo,DF,Brasília,70040-010,2009-09-29T12:23:26Z,2014-09-20T22:08:54Z,6006082
turismo.gov.br,033.741.794/0001-01,Ministério do Turismo,DF,Brasília,70040-010,2003-01-15T17:48:29Z,2018-02-02T13:09:03Z,1070851
turismobrasil.gov.br,033.741.794/0001-01,Ministério do Turismo,DF,Brasília,70040-010,2007-12-24T11:29:17Z,2014-09-20T22:11:28Z,4131446
capitalderisco.gov.br,033.749.086/0002-90,FINANCIADORA DE ESTUDOS E PROJETOS - FINEP,RJ,Rio de Janeiro,20031-170,2000-04-04T17:17:35Z,2017-07-11T22:10:23Z,290583
finep.gov.br,033.749.086/0002-90,FINANCIADORA DE ESTUDOS E PROJETOS - FINEP,RJ,Rio de Janeiro,20031-170,1996-01-01T12:00:00Z,2017-07-11T22:09:44Z,0
venturecapital.gov.br,033.749.086/0002-90,FINANCIADORA DE ESTUDOS E PROJETOS - FINEP,RJ,Rio de Janeiro,20031-170,2000-04-04T17:18:46Z,2017-07-11T22:10:35Z,290586
cofecon.gov.br,033.758.053/0001-25,CONSELHO FEDERAL DE ECONOMIA,DF,Brasília,70318-900,2017-03-24T15:04:16Z,2017-05-19T11:27:52Z,16789117
avasus.gov.br,033.781.055/0009-92,FUNDACAO OSWALDO CRUZ,DF,Brasília,70910-900,2017-12-05T16:23:36Z,2017-12-05T16:34:34Z,17766771
unasus.gov.br,033.781.055/0009-92,FUNDACAO OSWALDO CRUZ,DF,Brasília,70910-900,2011-10-25T13:52:35Z,2018-08-15T18:36:36Z,8923771
bioform.gov.br,033.781.055/0015-30,FUNDACAO OSWALDO CRUZ,RJ,Rio de Janeiro,21040-900,2013-04-01T12:23:27Z,2018-06-15T19:47:44Z,11267724
historiaeloucura.gov.br,033.781.055/0019-64,Casa de Oswaldo Cruz Fiocruz,RJ,Rio de Janeiro,21040-361,2017-10-24T17:06:19Z,2017-10-24T17:06:19Z,17629165
